title,desc,link,site,start date,end date,company,country,latitude,longitude,% Negative,% Neutral,% Positive,Magnitude
Kenya Says It Will Get First Coronavirus Vaccines This Month,"Kenya's national carrier, Kenya Airways Cargo's acting Manager for Cargo Standards and Quality Control, Nancy Adembo unlocks a coldroom to be used for the storage of vaccines that require below-zero temperature storage at the airlines import handling facility at the Jomo Kenyatta International Airport (JKIA) in Nairobi February 11, 2021. - Kenya Airways wants to become a lead distributor of coronavirus vaccines in Africa and spies an advantage when competing to transport the temperature-sensitive vials -- its expertise in getting fresh roses to Europe. (Photo by Tony Karumba / AFP) (Photo by TONY KARUMBA/AFP via Getty Images)",news.google.com/./articles/CAIiEMulEp9gcfnCzAqWZcWYn2QqGQgEKhAIACoHCAow4uzwCjCF3bsCMIrOrwM?hl=en-US&gl=US&ceid=US%3Aen,Bloomberg,08/01/2020,09/01/2020,Pfizer,Kenya,-1.283333333,36.816667,0.0,100.0,0.0,50.0
Kenya aims to vaccinate 16 million people against COVID-19 by June 2022,"Kenya said on Friday it was seeking an extra 11 million doses of COVID-19 vaccines, on top of 24 million already ordered, and hopes to have 16 million people ...",news.google.com/./articles/CBMiSWh0dHBzOi8vd3d3LnJldXRlcnMuY29tL2FydGljbGUvdWstaGVhbHRoLWNvcm9uYXZpcnVzLWtlbnlhLWlkVVNLQk4yOVkxVEXSATRodHRwczovL21vYmlsZS5yZXV0ZXJzLmNvbS9hcnRpY2xlL2FtcC9pZFVTS0JOMjlZMVRF?hl=en-US&gl=US&ceid=US%3Aen,Reuters,08/01/2020,09/01/2020,Pfizer,Kenya,-1.283333333,36.816667,0.0,100.0,0.0,50.0
1.2 million COVID-19 tests in Kenya ahead of vaccines arrival,"NAIROBI, Kenya Feb 13 - Kenya recorded 179 new COVID-19 cases on Saturday raising the country's caseload to 102, 792 cases even as the government ...",news.google.com/./articles/CBMiZ2h0dHBzOi8vd3d3LmNhcGl0YWxmbS5jby5rZS9uZXdzLzIwMjEvMDIvMS0yLW1pbGxpb24tY292aWQtMTktdGVzdHMtaW4ta2VueWEtYWhlYWQtb2YtdmFjY2luZXMtYXJyaXZhbC_SAQA?hl=en-US&gl=US&ceid=US%3Aen,Capital FM Kenya,08/01/2020,09/01/2020,Pfizer,Kenya,-1.283333333,36.816667,0.0,100.0,0.0,50.0
Covid-19 Vaccine: SHOFCO offers to support gov't in slum vaccination...,Ninety-one-year-old Margaret Keenan became the first person in the world to be given the Pfizer Covid-19 jab as part of a mass vaccination program rolled out ...,news.google.com/./articles/CBMibmh0dHBzOi8vY2l0aXplbnR2LmNvLmtlL25ld3MvY292aWQtMTktdmFjY2luZS1zaG9mY28tb2ZmZXJzLXRvLXN1cHBvcnQtZ292dC1pbi1zbHVtLXZhY2NpbmF0aW9uLWRyaXZlLTYyNTg2NTkv0gFyaHR0cHM6Ly9jaXRpemVudHYuY28ua2UvbmV3cy9jb3ZpZC0xOS12YWNjaW5lLXNob2Zjby1vZmZlcnMtdG8tc3VwcG9ydC1nb3Z0LWluLXNsdW0tdmFjY2luYXRpb24tZHJpdmUtNjI1ODY1OS8_YW1w?hl=en-US&gl=US&ceid=US%3Aen,Citizen TV,08/01/2020,09/01/2020,Pfizer,Kenya,-1.283333333,36.816667,0.0,76.9,23.1,70.095
"From flowers to vaccines, Kenya Airways sees new opportunity","NAIROBI: With passenger traffic in a slump, airlines are turning to freight to fill the gap – and Kenya Airways spies an advantage in the market to deliver ...",news.google.com/./articles/CBMiYWh0dHBzOi8vbmV3cy5rdXdhaXR0aW1lcy5uZXQvd2Vic2l0ZS9mcm9tLWZsb3dlcnMtdG8tdmFjY2luZXMta2VueWEtYWlyd2F5cy1zZWVzLW5ldy1vcHBvcnR1bml0eS_SAQA?hl=en-US&gl=US&ceid=US%3Aen,Kuwait Times,08/01/2020,09/01/2020,Pfizer,Kenya,-1.283333333,36.816667,0.0,74.1,25.900000000000002,71.075
Moderna boosts vaccine for South Africa Covid-19 variant,The new Covid-19 variant discovered in South Africa and found to be more infectious is becoming a dominant variant in the country and has driven the numbers ...,news.google.com/./articles/CAIiEE2kexyaSPZbwpRLQ58z0QQqGAgEKg8IACoHCAowi4-MATDXsRUwhP2ZAg?hl=en-US&gl=US&ceid=US%3Aen,Quartz,08/01/2020,09/01/2020,Pfizer,Kenya,-1.283333333,36.816667,0.0,75.3,24.7,65.91
Africa secures another 400 million COVID-19 vaccine doses,"Land is excavated to make way for more burial space in the Maitland cemetery in Cape Town, South Africa, Tuesday, Jan. 19, 2021. The City of Cape Town is working closely with the Muslim Judicial Council to increase burial capacity as COVID-19 claims more lives in a second surge of the pandemic. (AP Photo/Nardus Engelbrecht)",news.google.com/./articles/CAIiEE7YwywV6T2gyBkjkC5_kPQqGAgEKg8IACoHCAowhO7OATDh9CgwvaadAg?hl=en-US&gl=US&ceid=US%3Aen,The Associated Press,08/01/2020,09/01/2020,Pfizer,Kenya,-1.283333333,36.816667,0.0,75.3,24.7,65.91
MoH says awaiting AstraZeneca clearance by WHO before importation approval,"NAIROBI, Kenya, Feb 12 – The Ministry of Health now says it has recommended AstraZeneca COVID-19 vaccine for clearance by World Health Organization ...",news.google.com/./articles/CBMidGh0dHBzOi8vd3d3LmNhcGl0YWxmbS5jby5rZS9uZXdzLzIwMjEvMDIvbW9oLXNheXMtYXdhaXRpbmctYXN0cmF6ZW5lY2EtY2xlYXJhbmNlLWJ5LXdoby1iZWZvcmUtaW1wb3J0YXRpb24tYXBwcm92YWwv0gEA?hl=en-US&gl=US&ceid=US%3Aen,Capital FM Kenya,08/01/2020,09/01/2020,Pfizer,Kenya,-1.283333333,36.816667,0.0,74.4,25.6,73.83500000000001
Africa CDC outlines ultracold storage strategy for COVID-19 vaccines,The director of the Africa CDC said that all African nations can and should distribute vaccines that need ultracold storage temperatures in urban centers through ...,news.google.com/./articles/CBMiZWh0dHBzOi8vd3d3LmRldmV4LmNvbS9uZXdzL2FmcmljYS1jZGMtb3V0bGluZXMtdWx0cmFjb2xkLXN0b3JhZ2Utc3RyYXRlZ3ktZm9yLWNvdmlkLTE5LXZhY2NpbmVzLTk4OTYy0gEA?hl=en-US&gl=US&ceid=US%3Aen,Devex,08/01/2020,09/01/2020,Pfizer,Kenya,-1.283333333,36.816667,0.0,100.0,0.0,50.0
Factbox: Latest on the worldwide spread of the coronavirus,"(Reuters) - Australia's second-most populous state of Victoria will be placed under a five-day lockdown until Wednesday, state Premier Daniel Andrews said on ...",news.google.com/./articles/CBMiWGh0dHBzOi8vd2t6by5jb20vMjAyMS8wMi8xMi9mYWN0Ym94LWxhdGVzdC1vbi10aGUtd29ybGR3aWRlLXNwcmVhZC1vZi10aGUtY29yb25hdmlydXMtNy_SAQA?hl=en-US&gl=US&ceid=US%3Aen,Midwest Communication,08/01/2020,09/01/2020,Pfizer,Kenya,-1.283333333,36.816667,0.0,100.0,0.0,50.0
"Covid vaccines trickle to Kenya, but most Africans won't benefit until 2023",South Africa is the only country that will get widespread vaccination by mid 2022.,news.google.com/./articles/CBMidWh0dHBzOi8vd3d3LnRoZS1zdGFyLmNvLmtlL25ld3MvMjAyMS0wMi0wNC1jb3ZpZC12YWNjaW5lcy10cmlja2xlLXRvLWtlbnlhLWJ1dC1tb3N0LWFmcmljYW5zLXdvbnQtYmVuZWZpdC11bnRpbC0yMDIzL9IBAA?hl=en-US&gl=US&ceid=US%3Aen,"The Star, Kenya",08/01/2020,09/01/2020,Pfizer,Kenya,-1.283333333,36.816667,24.7,75.3,0.0,22.015
Kenya says it will move ahead with AstraZeneca Covid-19 vaccine,"The World Heath Organisation had also issued an advisory on Wednesday telling countries to continue using the vaccine, Mwangangi said, which further supports the Kenyan government's position.",news.google.com/./articles/CAIiEOX_14xgqAEpBDvNrtK2sBUqMwgEKioIACIQTEiTTGRHVJqjX49E5O90vyoUCAoiEExIk0xkR1Sao1-PROTvdL8wvcbKBg?hl=en-US&gl=US&ceid=US%3Aen,TimesLIVE,08/01/2020,09/01/2020,Pfizer,Kenya,-1.283333333,36.816667,0.0,100.0,0.0,50.0
Why a failure to vaccinate the world will put us all at risk,"Even if the developed world gets its citizens vaccinated in a year, virus mutations and economic instability will roil unvaccinated countries for years—and end up ...",news.google.com/./articles/CBMidWh0dHBzOi8vd3d3LnRlY2hub2xvZ3lyZXZpZXcuY29tLzIwMjEvMDIvMTMvMTAxODI1OS93aHktYS1mYWlsdXJlLXRvLXZhY2NpbmF0ZS10aGUtd29ybGQtd2lsbC1wdXQtdXMtYWxsLWF0LXJpc2svYW1wL9IBdWh0dHBzOi8vd3d3LnRlY2hub2xvZ3lyZXZpZXcuY29tLzIwMjEvMDIvMTMvMTAxODI1OS93aHktYS1mYWlsdXJlLXRvLXZhY2NpbmF0ZS10aGUtd29ybGQtd2lsbC1wdXQtdXMtYWxsLWF0LXJpc2svYW1wLw?hl=en-US&gl=US&ceid=US%3Aen,MIT Technology Review,08/01/2020,09/01/2020,Pfizer,Kenya,-1.283333333,36.816667,32.9,67.10000000000001,0.0,17.015
Kenya eyes AstraZeneca COVID-19 vaccine instead of Pfizer or Moderna,"Kenya may opt for the Oxford-AstraZeneca Plc COVID-19 vaccine because it doesn't require complex cold storage, unlike those of Pfizer Inc. and Moderna Inc., ...",news.google.com/./articles/CBMiaGh0dHBzOi8vYWZyaWNhLmNndG4uY29tLzIwMjAvMTIvMTAva2VueWEtZXllcy1hc3RyYXplbmVjYS1jb3ZpZC0xOS12YWNjaW5lLWluc3RlYWQtb2YtcGZpemVyLW9yLW1vZGVybmEv0gEA?hl=en-US&gl=US&ceid=US%3Aen,cgtn.com,08/01/2020,09/01/2020,Pfizer,Kenya,-1.283333333,36.816667,0.0,100.0,0.0,50.0
"Shocking! 23 elderly patients die in Norway after Pfizer COVID vaccination, probe launched","After the news broke that 23 elderly patients died in Norway following their immunization with the Pfizer-BioNTech mRNA vaccine against Covid-19, the country ...",news.google.com/./articles/CAIiEIpuUvc_a1t_VAt7-jd2sPoqGQgEKhAIACoHCAow1t36CjDslvICMLWkiAY?hl=en-US&gl=US&ceid=US%3Aen,National Herald,08/01/2020,09/01/2020,Pfizer,Kenya,-1.283333333,36.816667,37.5,54.400000000000006,8.200000000000001,12.5
129 COVID-19 cases and 3 deaths recorded in Kenya,"NAIROBI, Kenya Feb 7 - Kenya recorded 129 new COVID-19 cases on Sunday raising the country's caseload to 101, 819. Health Cabinet Secretary Mutahi ...",news.google.com/./articles/CBMiW2h0dHBzOi8vd3d3LmNhcGl0YWxmbS5jby5rZS9uZXdzLzIwMjEvMDIvMTI5LWNvdmlkLTE5LWNhc2VzLWFuZC0zLWRlYXRocy1yZWNvcmRlZC1pbi1rZW55YS_SAQA?hl=en-US&gl=US&ceid=US%3Aen,Capital FM Kenya,08/01/2020,09/01/2020,Pfizer,Kenya,-1.283333333,36.816667,0.0,100.0,0.0,50.0
"Covid-19 Pandemic: Live Updates and News for Feb. 13, 2021",The coronavirus outbreak in the U.S. continued to ease as the average daily increase dropped about 20% from the week before. The White House issued its ...,news.google.com/./articles/CAIiEF4XJK3QyFUqFzhimcAGWwEqGQgEKhAIACoHCAow4uzwCjCF3bsCMIrOrwM?hl=en-US&gl=US&ceid=US%3Aen,Bloomberg,08/01/2020,09/01/2020,Pfizer,Kenya,-1.283333333,36.816667,0.0,100.0,0.0,50.0
"Ethiopia, Kenya, Uganda among countries set to receive COVID-19 vaccine by end of February","Ethiopia, Kenya, Rwanda, Somalia, South Sudan, Sudan and Uganda are all slated to receive COVID-19 vaccines before the end of February. In a report ...",news.google.com/./articles/CBMifGh0dHBzOi8vYWZyaWNhLmNndG4uY29tLzIwMjEvMDIvMDQvZXRoaW9waWEta2VueWEtdWdhbmRhLWFtb25nLWNvdW50cmllcy1zZXQtdG8tcmVjZWl2ZS1jb3ZpZC0xOS12YWNjaW5lLWJ5LWVuZC1vZi1mZWJydWFyeS_SAQA?hl=en-US&gl=US&ceid=US%3Aen,cgtn.com,08/01/2020,09/01/2020,Pfizer,Kenya,-1.283333333,36.816667,0.0,100.0,0.0,50.0
Pfizer withdraws application for COVID vaccine in India,Pfizer has decided to withdraw its application for Emergency Use Authorisation of its COVID-19 vaccine in India.,news.google.com/./articles/CAIiEMAXuyuSnWIx27161pTv9ggqGQgEKhAIACoHCAow1t36CjDslvICMPaF0gU?hl=en-US&gl=US&ceid=US%3Aen,National Herald,08/01/2020,09/01/2020,Pfizer,Kenya,-1.283333333,36.816667,0.0,100.0,0.0,50.0
A single shot of Pfizer's Covid vaccine is NOT enough to protect over-80s from South African variant,Laboratory tests by Cambridge University found that a single shot of the jab might not stimulate a strong enough immune response to kill the new strain in ...,news.google.com/./articles/CAIiEP2bQjNcI6jayoGzMfm33JUqGQgEKhAIACoHCAowzuOICzCZ4ocDMM7TqQY?hl=en-US&gl=US&ceid=US%3Aen,Daily Mail,08/01/2020,09/01/2020,Pfizer,Kenya,-1.283333333,36.816667,12.0,88.0,0.0,35.38
"How the ultra-cold Ebola vaccine reached 300,000 people in Africa — and what we can learn for COVID",The delivery of a deep-frozen vaccine to remote and inaccessible parts of West Africa halted a devastating Ebola outbreak. (Supplied: Gates Foundation),news.google.com/./articles/CAIiEPc4ac0JNSXpVK_uMnNR8xEqFwgEKg4IACoGCAow3vI9MPeaCDDoiokG?hl=en-US&gl=US&ceid=US%3Aen,ABC News,08/01/2020,09/01/2020,Pfizer,Kenya,-1.283333333,36.816667,0.0,92.4,7.6,55.135
Pfizer's Six-Dose Vaccine Vials Could Backfire,The news earlier this winter that a sixth dose could be extracted from every vial of Pfizer's COVID-19 vaccine was seen as a boon as the U.S. hurried to inoculate ...,news.google.com/./articles/CBMiS2h0dHBzOi8vd3d3LnRoZWRhaWx5YmVhc3QuY29tL3BmaXplcnMtc2l4LWRvc2UtdmFjY2luZS12aWFscy1jb3VsZC1iYWNrZmlyZdIBAA?hl=en-US&gl=US&ceid=US%3Aen,Daily Beast,08/01/2020,09/01/2020,Pfizer,Kenya,-1.283333333,36.816667,0.0,100.0,0.0,50.0
Pfizer's CEO sold Ksh.500 million in shares the day he announced promising vaccine...,Pfizer CEO Albert Bourla filed to sell millions of dollars of his company's stock Monday -- the day the pharmaceutical giant announced positive data about its ...,news.google.com/./articles/CBMie2h0dHBzOi8vY2l0aXplbnR2LmNvLmtlL25ld3MvcGZpemVycy1jZW8tc29sZC1rc2gtNTAwLW1pbGxpb24taW4tc2hhcmVzLXRoZS1kYXktaGUtYW5ub3VuY2VkLXByb21pc2luZy12YWNjaW5lLW5ld3MtMzUwODI2L9IBf2h0dHBzOi8vY2l0aXplbnR2LmNvLmtlL25ld3MvcGZpemVycy1jZW8tc29sZC1rc2gtNTAwLW1pbGxpb24taW4tc2hhcmVzLXRoZS1kYXktaGUtYW5ub3VuY2VkLXByb21pc2luZy12YWNjaW5lLW5ld3MtMzUwODI2Lz9hbXA?hl=en-US&gl=US&ceid=US%3Aen,Citizen TV,08/01/2020,09/01/2020,Pfizer,Kenya,-1.283333333,36.816667,0.0,69.19999999999999,30.8,79.97
Coronavirus: What's happening in Canada and around the world on Friday,Los Angeles is temporarily closing five mass vaccination sites including Dodger Stadium because of a lack of supply as California faces continuing criticism over ...,news.google.com/./articles/CBMiWGh0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL3dvcmxkL2Nvcm9uYXZpcnVzLWNvdmlkMTktY2FuYWRhLXdvcmxkLWZlYnJ1YXJ5MTItMjAyMS0xLjU5MTE3NDnSASBodHRwczovL3d3dy5jYmMuY2EvYW1wLzEuNTkxMTc0OQ?hl=en-US&gl=US&ceid=US%3Aen,CBC.ca,08/01/2020,09/01/2020,Pfizer,Kenya,-1.283333333,36.816667,0.0,100.0,0.0,50.0
Ministry rolls out plans for Covid jab,"The Ministry of Health will not hire additional health care professionals to spearhead the planned coronavirus vaccination programme. Instead, the government ...",news.google.com/./articles/CBMiYGh0dHBzOi8vd3d3LnN0YW5kYXJkbWVkaWEuY28ua2UvaGVhbHRoL2FydGljbGUvMjAwMTQwMzIxOS9taW5pc3RyeS1yb2xscy1vdXQtcGxhbnMtZm9yLWNvdmlkLWphYtIBZGh0dHBzOi8vd3d3LnN0YW5kYXJkbWVkaWEuY28ua2UvaGVhbHRoL2FtcC9hcnRpY2xlLzIwMDE0MDMyMTkvbWluaXN0cnktcm9sbHMtb3V0LXBsYW5zLWZvci1jb3ZpZC1qYWI?hl=en-US&gl=US&ceid=US%3Aen,The Standard,08/01/2020,09/01/2020,Pfizer,Kenya,-1.283333333,36.816667,0.0,100.0,0.0,50.0
How to Think About Traveling Now That Covid Vaccines Are Out,Copenhagen in February 2020.,news.google.com/./articles/CAIiEMBrHMLjWiyhCGa-nSg_o2UqGQgEKhAIACoHCAow4uzwCjCF3bsCMIrOrwM?hl=en-US&gl=US&ceid=US%3Aen,Bloomberg,08/01/2020,09/01/2020,Pfizer,Kenya,-1.283333333,36.816667,0.0,100.0,0.0,50.0
Covid updates: Biden to jumpstart federal vaccine push; UK strain could be dominant in U.S. by March,"The U.S. is recording at least 238800 new Covid-19 cases and at least 3310 virus-related deaths each day, based on a seven-day average of JHU data.",news.google.com/./articles/CAIiECEwYiYeJy-O-UUNLMBNHT8qGQgEKhAIACoHCAow2Nb3CjDivdcCMMHF0wY?hl=en-US&gl=US&ceid=US%3Aen,CNBC,08/01/2020,09/01/2020,Pfizer,Kenya,-1.283333333,36.816667,7.000000000000001,93.0,0.0,47.42
Kenya to receive 4.1 million COVID Vaccine – Kenya News Agency,"A schedule shared by UNICEF, Gavi and the World Health Organization has revealed that the government will pay Shs 1.37 billion for the Oxford-AstraZeneca ...",news.google.com/./articles/CBMiR2h0dHBzOi8vd3d3LmtlbnlhbmV3cy5nby5rZS9rZW55YS10by1yZWNlaXZlLTQtMS1taWxsaW9uLWNvdmlkLXZhY2NpbmUv0gEA?hl=en-US&gl=US&ceid=US%3Aen,Kenya News Agency,08/01/2020,09/01/2020,Pfizer,Kenya,-1.283333333,36.816667,0.0,100.0,0.0,50.0
"U.K., Belgium Among Nations Seeking Cheaper India-Made Vaccines","A vial of the Covishield vaccine, developed by Oxford-Astrazeneca Plc. and manufactured by Serum Institute of India Ltd., in a cool box at a vaccine center in the Bandra Kurla Complex hospital in Mumbai, India, on Saturday, Jan. 16, 2021. India launched one of the world’s largest coronavirus vaccination drives on Saturday, setting in motion a complex deployment plan aimed at stemming the wide spread of infections across a nation of more than 1.3 billion people.",news.google.com/./articles/CAIiEOHivTPu0fakQnJj0Yc9Ae4qGQgEKhAIACoHCAow4uzwCjCF3bsCMIrOrwM?hl=en-US&gl=US&ceid=US%3Aen,Bloomberg,08/01/2020,09/01/2020,Pfizer,Kenya,-1.283333333,36.816667,0.0,100.0,0.0,50.0
Can AstraZeneca Still Cure Africa's Vaccine Woes?,COVID-19 vaccination efforts in Africa suffered a potentially serious blow after a vaccine developed by Oxford University and AstraZeneca demonstrated only ...,news.google.com/./articles/CBMiZmh0dHBzOi8vd3d3LndvcmxkcG9saXRpY3NyZXZpZXcuY29tL3RyZW5kLWxpbmVzLzI5NDI0L2Nhbi1hc3RyYXplbmVjYS1zdGlsbC1jdXJlLWFmcmljYS1zLXZhY2NpbmUtd29lc9IBAA?hl=en-US&gl=US&ceid=US%3Aen,World Politics Review,08/01/2020,09/01/2020,Pfizer,Kenya,-1.283333333,36.816667,32.6,67.4,0.0,27.98
Oxford University testing COVID-19 vaccine in children,"The trial announced on Saturday seeks to recruit 300 volunteers between the ages of 6 and 17, with up to 240 receiving the COVID-19 vaccine and the ...",news.google.com/./articles/CAIiEHc2kf-DbsmBbGwgoVhAQloqGQgEKhAIACoHCAow1t36CjDslvICMLWkiAY?hl=en-US&gl=US&ceid=US%3Aen,National Herald,08/01/2020,09/01/2020,Pfizer,Kenya,-1.283333333,36.816667,0.0,100.0,0.0,50.0
ABFF Launches New Comedy Festival; Kenya Barris To Serve As Ambassador,"ABFF Ventures LLC has launched ABFF Comedy Festival, a spin-off of its long-running American Black Film Festival that is dedicated to supporting emerging ...",news.google.com/./articles/CAIiEJsfKVFmmoCRZYG4No-kGxAqFggEKg0IACoGCAowoPUEMKAjMIan7wY?hl=en-US&gl=US&ceid=US%3Aen,Deadline,08/01/2020,09/01/2020,Pfizer,Kenya,-1.283333333,36.816667,0.0,61.199999999999996,38.800000000000004,84.53999999999999
US pharmacy vaccine drive begins as Covid-19 cases fall – latest updates,The coronavirus pandemic has killed over 2.3 million people and infected more than 108 million. Here are the developments for February 11:,news.google.com/./articles/CBMiamh0dHBzOi8vd3d3LnRydHdvcmxkLmNvbS9saWZlL3VzLXBoYXJtYWN5LXZhY2NpbmUtZHJpdmUtYmVnaW5zLWFzLWNvdmlkLTE5LWNhc2VzLWZhbGwtbGF0ZXN0LXVwZGF0ZXMtNDQwNjDSAW5odHRwczovL3d3dy50cnR3b3JsZC5jb20vbGlmZS91cy1waGFybWFjeS12YWNjaW5lLWRyaXZlLWJlZ2lucy1hcy1jb3ZpZC0xOS1jYXNlcy1mYWxsLWxhdGVzdC11cGRhdGVzLTQ0MDYwL2FtcA?hl=en-US&gl=US&ceid=US%3Aen,TRT World,08/01/2020,09/01/2020,Pfizer,Kenya,-1.283333333,36.816667,0.0,100.0,0.0,50.0
Kagwe doubts Pfizer Covid-19 vaccine,Health CS Mutahi Kagwe on Wednesday expressed his reservations over the experimental Covid-19 vaccine developed by Pfizer Inc and BioNTech SE.,news.google.com/./articles/CBMiXWh0dHBzOi8vd3d3LnN0YW5kYXJkbWVkaWEuY28ua2Uva2VueWEvYXJ0aWNsZS8yMDAxMzkzNTU4L2thZ3dlLWRvdWJ0cy1wZml6ZXItY292aWQtMTktdmFjY2luZdIBYWh0dHBzOi8vd3d3LnN0YW5kYXJkbWVkaWEuY28ua2UvYW1wL2tlbnlhL2FydGljbGUvMjAwMTM5MzU1OC9rYWd3ZS1kb3VidHMtcGZpemVyLWNvdmlkLTE5LXZhY2NpbmU?hl=en-US&gl=US&ceid=US%3Aen,The Standard,08/01/2020,09/01/2020,Pfizer,Kenya,-1.283333333,36.816667,35.5,64.5,0.0,35.2
Recon: Novo's semaglutide shows promise for weight loss in Phase III trial; EU nears deal with Novavax,"Welcome to Regulatory Reconnaissance, your daily regulatory news and intelligence briefing. In Focus: US. Merck in talks with governments, other drugmakers ...",news.google.com/./articles/CBMibmh0dHBzOi8vd3d3LnJhcHMub3JnL25ld3MtYW5kLWFydGljbGVzL25ld3MtYXJ0aWNsZXMvMjAyMS8yL3JlY29uLW5vdm9zLXNlbWFnbHV0aWRlLXNob3dzLXByb21pc2UtZm9yLXdlaWdodC1s0gEA?hl=en-US&gl=US&ceid=US%3Aen,Regulatory Focus,08/01/2020,09/01/2020,Pfizer,Kenya,-1.283333333,36.816667,11.700000000000001,76.5,11.700000000000001,50.0
"COVID-19: Forget Pfizer vaccine, administer Ivermectin on Nigerians, Neuroscientist tells Nigerian govt","The Nigerian government should abandon its plans to procure vaccines from pharmaceutical companies and focus on administering Ivermectin on Nigerians, ...",news.google.com/./articles/CBMingFodHRwczovL3d3dy5wcmVtaXVtdGltZXNuZy5jb20vbmV3cy9tb3JlLW5ld3MvNDM4NTg1LWNvdmlkLTE5LWZvcmdldC1wZml6ZXItdmFjY2luZS1hZG1pbmlzdGVyLWl2ZXJtZWN0aW4tb24tbmlnZXJpYW5zLW5ldXJvc2NpZW50aXN0LXRlbGxzLW5pZ2VyaWFuLWdvdnQuaHRtbNIBAA?hl=en-US&gl=US&ceid=US%3Aen,Premium Times,08/01/2020,09/01/2020,Pfizer,Kenya,-1.283333333,36.816667,14.7,85.3,0.0,38.685
"Pharmaceutical Drug Market SWOT Analysis by Key Players- Pfizer, Novartis, Sanofi, AstraZeneca – The Bisouv Network",Latest added Global Pharmaceutical Drug Market research study by HTF MI offers detailed product outlook and elaborates market review till 2025. The market ...,news.google.com/./articles/CBMihAFodHRwczovL2Jpc291di5jb20vdW5jYXRlZ29yaXplZC8xNzg1NzAxL3BoYXJtYWNldXRpY2FsLWRydWctbWFya2V0LXN3b3QtYW5hbHlzaXMtYnkta2V5LXBsYXllcnMtcGZpemVyLW5vdmFydGlzLXNhbm9maS1hc3RyYXplbmVjYS_SAQA?hl=en-US&gl=US&ceid=US%3Aen,The Bisouv Network,08/01/2020,09/01/2020,Pfizer,Kenya,-1.283333333,36.816667,0.0,100.0,0.0,50.0
Four steps to building vaccine trust in marginalized communities,Deep wounds underlie the vaccine skepticism in Black & Brown communities. Only relationship building can heal them.,news.google.com/./articles/CAIiEAuvN0O3en7-FrLy1p7JfCoqFAgEKgsIACoFCAowgGAwADCElosG?hl=en-US&gl=US&ceid=US%3Aen,Salon,08/01/2020,09/01/2020,Pfizer,Kenya,-1.283333333,36.816667,0.0,70.8,29.2,75.53
UK approves Pfizer-BioNTech vaccine for rollout from 'next week',"London, United Kingdom, Dec 2 - Britain on Wednesday became the first Western country to approve a Covid-19 vaccine for general use as it announced a ...",news.google.com/./articles/CBMiaGh0dHBzOi8vd3d3LmNhcGl0YWxmbS5jby5rZS9uZXdzLzIwMjAvMTIvdWstYXBwcm92ZXMtcGZpemVyLWJpb250ZWNoLXZhY2NpbmUtZm9yLXJvbGxvdXQtZnJvbS1uZXh0LXdlZWsv0gEA?hl=en-US&gl=US&ceid=US%3Aen,Capital FM Kenya,08/01/2020,09/01/2020,Pfizer,Kenya,-1.283333333,36.816667,0.0,74.8,25.2,70.095
Pfizer CEO sold $5.6 million in stock on day of vaccine announcement,"Washington, United States, Nov 12 - Pfizer CEO Albert Bourla sold $5.6 million of his stock in the US pharmaceutical company on the same day it announced ...",news.google.com/./articles/CBMibWh0dHBzOi8vd3d3LmNhcGl0YWxmbS5jby5rZS9uZXdzLzIwMjAvMTEvcGZpemVyLWNlby1zb2xkLTUtNi1taWxsaW9uLWluLXN0b2NrLW9uLWRheS1vZi12YWNjaW5lLWFubm91bmNlbWVudC_SAQA?hl=en-US&gl=US&ceid=US%3Aen,Capital FM Kenya,08/01/2020,09/01/2020,Pfizer,Kenya,-1.283333333,36.816667,0.0,100.0,0.0,50.0
"France, Italy avoid Oxford vaccine as UK program surges ahead",LONDON: Doctors in Italy and France have claimed that the Oxford-AstraZeneca vaccine for the coronavirus disease (COVID-19) causes side effects and that ...,news.google.com/./articles/CBMiJWh0dHBzOi8vd3d3LmFyYWJuZXdzLmNvbS9ub2RlLzE4MDg1OTbSAQA?hl=en-US&gl=US&ceid=US%3Aen,Arab News,08/01/2020,09/01/2020,Pfizer,Kenya,-1.283333333,36.816667,19.6,80.4,0.0,35.2
Russia’s Sputnik V vaccine 92% effective in fighting COVID-19,Scientists gave Russia's Sputnik V vaccine the green light on Tuesday saying it was almost 92% effective in fighting COVID-19 based on peer-reviewed ...,news.google.com/./articles/CBMiUmh0dHBzOi8vd3d3LmtiYy5jby5rZS9ydXNzaWFzLXNwdXRuaWstdi12YWNjaW5lLTkyLWVmZmVjdGl2ZS1pbi1maWdodGluZy1jb3ZpZC0xOS_SAVZodHRwczovL3d3dy5rYmMuY28ua2UvcnVzc2lhcy1zcHV0bmlrLXYtdmFjY2luZS05Mi1lZmZlY3RpdmUtaW4tZmlnaHRpbmctY292aWQtMTkvYW1wLw?hl=en-US&gl=US&ceid=US%3Aen,Kenya Broadcasting Corporation,08/01/2020,09/01/2020,Pfizer,Kenya,-1.283333333,36.816667,19.8,55.60000000000001,24.6,57.655
